base_name,epoch,train_id,segment,speaker_id,sample_rate,target_length,processed_length,snr_db,si_sdr_db,pesq,stoi,noisy_snr_db,snr_improvement_db,sdr,sir,sar
epoch014_train_18_ha_seg071,14,18,71,2,16000,48576,48576,-0.050301582132953326,-45.2498894923452,1.0754729509353638,0.2122155400145086,-7.574794088269331,7.524492506136378,,,
epoch010_train_14_ha_seg156,10,14,156,0,16000,64000,64000,-8.022743595094385,-12.744279320828468,1.2711892127990723,0.5478978923129674,-13.154209778783956,5.131466183689572,,,
epoch010_train_14_ha_seg156,10,14,156,1,16000,64000,64000,-0.04530059453954537,-53.388321261376284,1.2884418964385986,0.3454476932452983,-6.276367203047865,6.2310666085083195,,,
epoch010_train_14_ha_seg156,10,14,156,2,16000,64000,64000,-0.06819488942761064,-53.77938370722022,1.0466538667678833,0.2828384292438917,-7.959238538006241,7.891043648578631,,,
epoch030_train_16_ha_seg101,30,16,101,0,16000,28096,28096,-23.298335142368565,-13.688929877367649,1.1311750411987305,0.46434753010360447,-10.373728541574792,-12.924606600793773,,,
epoch030_train_16_ha_seg101,30,16,101,1,16000,28096,28096,-0.04495133141080426,-33.00193168657405,3.361488103866577,0.3721348267129088,-5.952007142580452,5.9070558111696485,,,
epoch030_train_16_ha_seg101,30,16,101,2,16000,28096,28096,-0.1265507273055848,-39.37209069377708,1.0286682844161987,0.2991582223900606,-6.874348711907334,6.74779798460175,,,
epoch002_train_15_ha_seg229,2,15,229,0,16000,64000,64000,-15.397949366077397,-19.352036448223547,1.071311354637146,0.3336490587686573,-19.618513258500286,4.22056389242289,,,
epoch002_train_15_ha_seg229,2,15,229,1,16000,64000,64000,-0.6534038908941868,-47.45650466262245,1.063728928565979,0.17839177565675754,-19.15061117677244,18.497207285878254,,,
epoch002_train_15_ha_seg229,2,15,229,2,16000,64000,64000,-0.14640569291272582,-42.247694576389804,1.0600535869598389,0.46681239076375514,-12.449057901312301,12.302652208399575,,,
epoch026_train_28_ha_seg008,26,28,8,0,16000,17856,17856,-8.609132077752808,-20.438256838273638,1.0450645685195923,0.5018843976433738,-7.625878618361578,-0.9832534593912294,,,
epoch026_train_28_ha_seg008,26,28,8,1,16000,17856,17856,-0.0505711962895187,-37.08995135131284,1.054933786392212,0.2784199319038895,-12.13868203490869,12.088110838619171,,,
epoch026_train_28_ha_seg008,26,28,8,2,16000,17856,17856,-0.041081102476384086,-31.167471340085303,1.089895248413086,0.27214058312342687,-7.963622612743735,7.922541510267351,,,
epoch034_train_29_ha_seg036,34,29,36,0,16000,10176,10176,-4.903318038221486,-10.404966388504755,1.1172064542770386,0.5809479083896221,-7.016360141755263,2.113042103533777,,,
epoch034_train_29_ha_seg036,34,29,36,1,16000,10176,10176,-0.6170589730995673,-23.751689664287245,1.0787616968154907,0.44218095250436645,-14.438611674731296,13.82155270163173,,,
