epoch,train_id,segment,speaker,scene_id,filepath,filename,duration,rms,max_abs,std,energy,zero_crossing_rate,is_mostly_silent,dynamic_range,file_size,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,low_freq_energy,mid_freq_energy,high_freq_energy,spectral_entropy,spectral_par,high_freq_ratio,is_low_complexity,is_missing_highs,is_overly_smooth
8,08,004,2,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch008_train_08_ha_seg004_proc_spk2.wav,epoch008_train_08_ha_seg004_proc_spk2.wav,4.0,0.0032569638,0.0043640137,0.00025785668,0.67890006,0.0,False,2.5414371,128078,1088.3290453357192,2063.2007994776914,2923.9211309523807,0.00035286308,0.9994319081306458,0.0003308070881757885,0.00023725486244075,0.79586756,813.979,0.00071357767,True,True,True
0,16,020,0,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch000_train_16_ha_seg020_proc_spk0.wav,epoch000_train_16_ha_seg020_proc_spk0.wav,1.116,0.008905487,0.020355225,0.003576242,1.4161183,0.018345424107142856,False,7.180354,35790,1847.4281654508268,2305.0190992042862,4781.473214285715,0.0069681597,0.9836953282356262,0.011799925938248634,0.004504815675318241,1.73404,727.1794,0.012353045,True,False,True
18,08,004,2,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch018_train_08_ha_seg004_proc_spk2.wav,epoch018_train_08_ha_seg004_proc_spk2.wav,4.0,0.0,0.0,0.0,0.0,0.0,True,-inf,128078,0.0,0.0,0.0,1.0000008,0.0,0.0,0.0,-0.0,0.0,0.0,True,True,False
18,16,020,1,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch018_train_16_ha_seg020_proc_spk1.wav,epoch018_train_16_ha_seg020_proc_spk1.wav,1.116,0.0,0.0,0.0,0.0,0.0,True,-inf,35790,0.0,0.0,0.0,1.0000006,0.0,0.0,0.0,-0.0,0.0,0.0,True,True,False
6,16,020,1,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch006_train_16_ha_seg020_proc_spk1.wav,epoch006_train_16_ha_seg020_proc_spk1.wav,1.116,0.003671534,0.0064086914,0.0007264693,0.24070175,0.0,False,4.8384132,35790,1825.7403940667998,2510.0220946900104,5227.008928571428,0.0020203714,0.995818555355072,0.0016392552061006427,0.0025421457830816507,1.0409521,792.48267,0.009735523,True,True,True
16,16,020,2,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch016_train_16_ha_seg020_proc_spk2.wav,epoch016_train_16_ha_seg020_proc_spk2.wav,1.116,0.00078000367,0.0008239746,1.51753375e-05,0.010863693,0.0,True,0.47623217,35790,782.9017889695709,1937.4812556146553,1416.7410714285713,0.0001287149,0.9997181296348572,6.352546188281849e-05,0.0002183560427511111,0.775011,811.71594,0.00092893414,True,True,True
0,08,004,1,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch000_train_08_ha_seg004_proc_spk1.wav,epoch000_train_08_ha_seg004_proc_spk1.wav,4.0,0.0043929885,0.018951416,0.0038966604,1.2350944,0.15492078993055555,False,12.697613,128078,2557.024834045089,2660.003370290096,6384.1765873015875,0.033706695,0.848290205001831,0.04452769458293915,0.10718198865652084,4.3674364,267.43658,0.48632842,True,False,True
14,11,145,2,11_ha_seg145,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch014_train_11_ha_seg145_proc_spk2.wav,epoch014_train_11_ha_seg145_proc_spk2.wav,0.348,0.0019797597,0.0020446777,1.650996e-05,0.021823488,0.0,False,0.28020394,11214,487.88156093313296,1446.82806336811,430.39772727272725,0.00023965516,0.9998748302459717,9.090440289583057e-05,3.423052839934826e-05,0.8649063,792.92816,6.797816e-05,True,True,True
14,11,145,0,11_ha_seg145,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch014_train_11_ha_seg145_proc_spk0.wav,epoch014_train_11_ha_seg145_proc_spk0.wav,0.348,0.007727237,0.0138549805,0.0023890715,0.33246636,0.0017755681818181818,False,5.0716233,11214,1181.7423592833177,1744.5369032439842,2788.3522727272725,0.0017171479,0.9923549890518188,0.00696200504899025,0.0006829906487837434,1.5334096,745.1039,0.000648845,True,True,True
14,16,020,1,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch014_train_16_ha_seg020_proc_spk1.wav,epoch014_train_16_ha_seg020_proc_spk1.wav,1.116,0.001582358,0.0016174316,1.1466294e-05,0.044708874,0.0,False,0.19036898,35790,399.38035919061184,1409.4196442475993,137.5,7.792442e-05,0.9999451637268066,3.0052473448449746e-05,2.480178045516368e-05,0.7701049,811.9367,8.179483e-05,True,True,True
10,08,004,0,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch010_train_08_ha_seg004_proc_spk0.wav,epoch010_train_08_ha_seg004_proc_spk0.wav,4.0,0.006916664,0.014160156,0.0010049588,3.0617754,6.200396825396825e-05,False,6.2234144,128078,847.9032310195121,1657.6333271933393,1585.1934523809523,0.000319365,0.9987350702285767,0.0011446509743109345,0.00012038501154165715,0.9206116,806.5728,0.00032192055,True,True,True
8,08,004,1,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch008_train_08_ha_seg004_proc_spk1.wav,epoch008_train_08_ha_seg004_proc_spk1.wav,4.0,0.003244947,0.004547119,0.00017976902,0.6738996,0.0,False,2.9305477,128078,1203.2775134707447,2197.38096367971,3442.8323412698414,0.00038613693,0.9993184804916382,0.00036361024831421673,0.0003178864426445216,0.7741271,815.5033,0.0010274332,True,True,True
12,11,145,1,11_ha_seg145,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch012_train_11_ha_seg145_proc_spk1.wav,epoch012_train_11_ha_seg145_proc_spk1.wav,0.348,0.0019897544,0.0020446777,1.6911623e-05,0.022044394,0.0,False,0.2364642,11214,506.27564822878406,1486.4767635287167,424.71590909090907,0.00023635312,0.9998716115951538,9.088185470318422e-05,3.7526067899307236e-05,0.86431205,792.95874,8.429482e-05,True,True,True
12,08,004,2,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch012_train_08_ha_seg004_proc_spk2.wav,epoch012_train_08_ha_seg004_proc_spk2.wav,4.0,0.0025909527,0.0027160645,1.9978124e-05,0.4296343,0.0,False,0.40957862,128078,379.7415928031934,1362.6911793157046,60.14384920634921,4.6061527e-05,0.9999616742134094,2.0358698748168536e-05,1.7886133719002828e-05,0.74428415,816.91754,5.4886274e-05,True,True,True
2,08,004,0,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch002_train_08_ha_seg004_proc_spk0.wav,epoch002_train_08_ha_seg004_proc_spk0.wav,4.0,0.0053588506,0.019744873,0.0018049079,1.8379059,0.005952380952380952,False,11.327639,128078,2068.942365769053,2414.4199501402236,5293.340773809524,0.008722874,0.9813898205757141,0.012859275564551353,0.005750960670411587,1.613748,758.5095,0.015541981,True,False,True
10,16,020,0,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch010_train_16_ha_seg020_proc_spk0.wav,epoch010_train_16_ha_seg020_proc_spk0.wav,1.116,0.0085851895,0.016448975,0.001895661,1.3160851,0.0,False,5.6477685,35790,934.5854947781514,1724.4745238698004,1855.8035714285713,0.00060494104,0.9987109303474426,0.0010344227775931358,0.00025463197380304337,1.1363245,787.45154,0.00044422774,True,True,True
2,11,145,0,11_ha_seg145,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch002_train_11_ha_seg145_proc_spk0.wav,epoch002_train_11_ha_seg145_proc_spk0.wav,0.348,0.007101437,0.025299072,0.003924868,0.28079653,0.04323508522727273,False,11.035156,11214,1949.6997230438835,2090.384568303486,4425.426136363636,0.01835431,0.9111723303794861,0.07880473881959915,0.010023025795817375,3.0873444,621.88293,0.018511236,True,False,True
12,08,004,1,08_ha_seg004,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch012_train_08_ha_seg004_proc_spk1.wav,epoch012_train_08_ha_seg004_proc_spk1.wav,4.0,0.0019105498,0.001953125,1.5051211e-05,0.23361284,0.0,False,0.191388,128078,425.0389232133485,1432.9716076002783,60.57787698412698,4.9563154e-05,0.9999572038650513,2.418860822217539e-05,1.8605102013680153e-05,0.74434966,816.9211,4.2214913e-05,True,True,True
8,16,020,0,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch008_train_16_ha_seg020_proc_spk0.wav,epoch008_train_16_ha_seg020_proc_spk0.wav,1.116,0.010688924,0.015563965,0.0010971399,2.0401034,0.0,False,3.2637167,35790,966.0834925670046,1904.4606184932982,2189.5089285714284,0.00035310924,0.9995204210281372,0.0002995962859131396,0.00017988975741900504,0.85860294,806.9141,0.00039219527,True,True,True
16,16,020,0,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch016_train_16_ha_seg020_proc_spk0.wav,epoch016_train_16_ha_seg020_proc_spk0.wav,1.116,0.0058190404,0.01953125,0.0033626682,0.6046261,0.02398158482142857,False,10.517559,35790,1049.713869691765,1694.7203627753895,1990.1785714285713,0.0022159861,0.9954186677932739,0.0036702887155115604,0.0009110575774684548,2.8495188,623.04767,0.0016294869,True,True,True
12,16,020,2,16_ha_seg020,data/working_dir/experiments/ha-joint-6/train_ha/train_samples/epoch012_train_16_ha_seg020_proc_spk2.wav,epoch012_train_16_ha_seg020_proc_spk2.wav,1.116,0.002712331,0.0028076172,2.2469902e-05,0.13136193,0.0,False,0.2998721,35790,409.3692497837916,1384.5749942939617,141.07142857142858,8.324479e-05,0.9999440908432007,3.455258047324605e-05,2.1393823772086762e-05,0.7704955,811.93304,4.8192825e-05,True,True,True
